raw_material,submitted_taxon,wd_taxon_id,organ,broad_organ,tissue,subsystem
V112415GP-01,Nephrolepis biserrata,Q5875385,roots,roots,root_tissue,belowground
V112358GP-01,Dalbergia sp.,,bark,woody_vegetative,woody_tissue,aboveground
V112902GP-01,Pancovia laurentii,Q15529733,green_stems,green_vegetative,green_tissue,aboveground
V112354GP-01,Afzelia bipindensis,Q4690889,bark,woody_vegetative,woody_tissue,aboveground
V112873GP-01,Succisa pratensis,Q161697,roots,roots,root_tissue,belowground
V112888GP-01,Strombosia grandifolia,Q15354826,leaves,photosynthetic,green_tissue,aboveground
V112883GP-01,Musanga cecropioides,Q773545,bark,woody_vegetative,woody_tissue,aboveground
V112892GP-01,Craterispermum laurinum,Q15435584,leaves,photosynthetic,green_tissue,aboveground
V112877GP-01,Rauvolfia vomitoria,Q5225969,green_stems,green_vegetative,green_tissue,aboveground
V112390GP-01,Olax subscorpioidea,Q18077734,green_stems,green_vegetative,green_tissue,aboveground
V112411GP-01,Lovoa trichilioides,Q8008828,wood,woody_vegetative,woody_tissue,aboveground
V112868GP-01,Lapsana communis,Q754672,multiple,multiple,multiple,aboveground
V112406GP-01,Panicum maximum,Q50846435,multiple,multiple,multiple,aboveground
V112396GP-01,Cola urceolata,Q15362087,green_stems,green_vegetative,green_tissue,aboveground
V112410GP-01,Lovoa trichilioides,Q8008828,bark,woody_vegetative,woody_tissue,aboveground
V112876GP-01,Rauvolfia vomitoria,Q5225969,leaves,photosynthetic,green_tissue,aboveground
V112392GP-01,Triplochiton scleroxylon,Q137952,green_stems,green_vegetative,green_tissue,aboveground
V112412GP-01,Gmelina arborea,Q311345,wood,woody_vegetative,woody_tissue,aboveground
V112885GP-01,Caloncoba welwitschii,Q15392638,green_stems,green_vegetative,green_tissue,aboveground
V112895GP-01,Anonidium mannii,Q4770012,green_stems,green_vegetative,green_tissue,aboveground
V112893GP-01,Craterispermum laurinum,Q15435584,green_stems,green_vegetative,green_tissue,aboveground
V112861GP-01,Ribes alpinum,Q149260,multiple,green_vegetative,green_tissue,aboveground
V112863GP-01,Geranium nodosum,Q160339,multiple,multiple,multiple,aboveground
V112400GP-01,Whitfieldia elongata,Q3567808,roots,roots,root_tissue,belowground
V112355GP-01,Piptadeniastrum africanum,Q3011617,bark,woody_vegetative,woody_tissue,aboveground
V112407GP-01,Panicum maximum,Q50846435,roots,roots,root_tissue,belowground
V112858GP-01,Pseudoturritis turrita,Q17235405,multiple,multiple,multiple,aboveground
V112894GP-01,Anonidium mannii,Q4770012,leaves,photosynthetic,green_tissue,aboveground
V112414GP-01,Pteris similis,Q15334839,leaves,photosynthetic,green_tissue,aboveground
V112864GP-01,Asplenium onopteris,Q2311641,multiple,multiple,multiple,aboveground
V112862GP-01,Polypodium mantoniae,,multiple,multiple,multiple,aboveground
V112393GP-01,Desplatsia dewevrei,Q15363940,bark,woody_vegetative,woody_tissue,aboveground
V112881GP-01,Dracaena arborea,Q15509169,leaves,photosynthetic,green_tissue,aboveground
V112403GP-01,Trichilia prieureana,Q18077380,wood,woody_vegetative,woody_tissue,aboveground
V112394GP-01,Cola urceolata,Q15362087,bark,woody_vegetative,woody_tissue,aboveground
V112413GP-01,Pteris similis,Q15334839,roots,roots,root_tissue,belowground
V112368GP-01,Combretum zenkeri,Q15574259,green_stems,green_vegetative,green_tissue,aboveground
V112372GP-01,Aubrevillea kerstingii,Q15525182,bark,woody_vegetative,woody_tissue,aboveground
V112872GP-01,Succisa pratensis,Q161697,multiple,multiple,multiple,aboveground
V112900GP-01,Sterculia oblonga,Q17579121,bark,woody_vegetative,woody_tissue,aboveground
V112891GP-01,Thomandersia laurifolia,Q7786770,green_stems,green_vegetative,green_tissue,aboveground
V112882GP-01,Dracaena arborea,Q15509169,green_stems,green_vegetative,green_tissue,aboveground
V112338GP-01,Copaifera salikounda,Q5168282,bark,woody_vegetative,woody_tissue,aboveground
V112306GP-01,Melodinus cochinchinensis,Q15353708,woody_stems,woody_vegetative,woody_tissue,aboveground
V112291GP-01,Homalomena aromatica,Q15343410,multiple,green_vegetative,green_tissue,aboveground
V112267GP-01,Stenochlaena palustris,Q10863879,multiple,green_vegetative,green_tissue,aboveground
V112300GP-01,Bulbophyllum reclusum,Q4995575,multiple,multiple,multiple,unkown
V112325GP-01,Ceiba pentandra,Q138617,wood,woody_vegetative,woody_tissue,aboveground
V112270GP-01,Bambusa spinosa,Q3339098,leaves,photosynthetic,green_tissue,aboveground
V112308GP-01,Micromelum hirsutum,Q18072883,leaves,photosynthetic,green_tissue,aboveground
V112266GP-01,Selaginella moellendorffii,Q3205665,multiple,multiple,multiple,unkown
V112279GP-01,Persicaria minor,Q1717986,leaves,photosynthetic,green_tissue,aboveground
V112262GP-01,Pterocymbium dussaudii,Q17580770,roots,roots,root_tissue,belowground
V112272GP-01,Bambusa spinosa,Q3339098,roots,roots,root_tissue,belowground
V112286GP-01,Selaginella delicatula,Q7329864,leaves,photosynthetic,green_tissue,aboveground
V112313GP-01,Pachyrhizus erosus,Q517283,roots,roots,root_tissue,belowground
V112346GP-01,Celtis adolfi-friderici,Q255375,bark,woody_vegetative,woody_tissue,aboveground
V112303GP-01,Cissus triloba,Q11077955,multiple,multiple,multiple,unkown
V112289GP-01,Mangifera pentandra,Q5228375,woody_stems,woody_vegetative,woody_tissue,aboveground
V112334GP-01,Corynanthe pachyceras,Q15433964,bark,woody_vegetative,woody_tissue,aboveground
V112264GP-01,Saccharum arundinaceum,Q7396615,woody_stems,woody_vegetative,woody_tissue,aboveground
V112333GP-01,Erythrophleum suaveolens,Q13909581,bark,woody_vegetative,woody_tissue,aboveground
V112305GP-01,Melodinus cochinchinensis,Q15353708,leaves,photosynthetic,green_tissue,aboveground
V112203GP-01,Diplazium esculentum,Q625571,multiple,multiple,multiple,unkown
V112296GP-01,Ischaemum ciliare,Q10910431,roots,roots,root_tissue,belowground
V112285GP-01,Aglaomorpha bonii,Q90397324,woody_stems,woody_vegetative,woody_tissue,aboveground
V112269GP-01,Stephania rotunda,Q21321499,roots,roots,root_tissue,belowground
V112179GP-01,Bischofia javanica,Q8248272,leaves,photosynthetic,green_tissue,aboveground
V112277GP-01,Decaschistia parviflora,Q15549683,woody_stems,woody_vegetative,woody_tissue,aboveground
V112263GP-01,Saccharum arundinaceum,Q7396615,leaves,photosynthetic,green_tissue,aboveground
V112280GP-01,Persicaria minor,Q1717986,multiple,multiple,multiple,unkown
V112284GP-01,Aglaomorpha bonii,Q90397324,leaves,photosynthetic,green_tissue,aboveground
V112271GP-01,Bambusa spinosa,Q3339098,woody_stems,woody_vegetative,woody_tissue,aboveground
V112282GP-01,Cyperus diffusus,Q15623187,woody_stems,woody_vegetative,woody_tissue,aboveground
V112273GP-01,Tetrastigma pachyphyllum,Q10910930,leaves,photosynthetic,green_tissue,aboveground
V112261GP-01,Pterocymbium dussaudii,Q17580770,woody_stems,woody_vegetative,woody_tissue,aboveground
V112293GP-01,Barringtonia longipes,,woody_stems,woody_vegetative,woody_tissue,aboveground
V112315GP-01,Tinospora baenzigeri,Q17808318,multiple,multiple,multiple,unkown
V112288GP-01,Mangifera pentandra,Q5228375,leaves,photosynthetic,green_tissue,aboveground
V112144GP-01,Lagenaria siceraria,Q1277255,multiple,multiple,multiple,unkown
V112312GP-01,Pachyrhizus erosus,Q517283,woody_stems,woody_vegetative,woody_tissue,aboveground
V112344GP-01,Zanha golungensis,Q8066207,bark,woody_vegetative,woody_tissue,aboveground
V112299GP-01,Bulbophyllum reclusum,Q4995575,leaves,photosynthetic,green_tissue,aboveground
V112307GP-01,Melodinus cochinchinensis,Q15353708,roots,roots,root_tissue,belowground
V112335GP-01,Diospyros crassiflora,Q5279617,bark,woody_vegetative,woody_tissue,aboveground
V112278GP-01,Decaschistia parviflora,Q15549683,roots,roots,root_tissue,belowground
V112332GP-01,Trilepisium madagascariensis,Q15479996,bark,woody_vegetative,woody_tissue,aboveground
V112274GP-01,Vernonia elaeagnifolia,Q15566344,leaves,photosynthetic,green_tissue,aboveground
V112202GP-01,Elaeagnus latifolia,Q11174237,roots,roots,root_tissue,belowground
V112281GP-01,Cyperus diffusus,Q15623187,leaves,photosynthetic,green_tissue,aboveground
V112328GP-01,Ficus exasperata,Q15473516,green_stems,green_vegetative,green_tissue,aboveground
V112322GP-01,Entandrophragma utile,Q835089,bark,woody_vegetative,woody_tissue,aboveground
V112323GP-01,Ceiba pentandra,Q138617,bark,woody_vegetative,woody_tissue,aboveground
V112310GP-01,Micromelum hirsutum,Q18072883,roots,roots,root_tissue,belowground
V112290GP-01,Mangifera pentandra,Q5228375,roots,roots,root_tissue,belowground
V112294GP-01,Ischaemum ciliare,Q10910431,leaves,photosynthetic,green_tissue,aboveground
V112317GP-01,Calycopteris floribunda,Q3595167,flowers,reproductive,green_tissue,aboveground
V112265GP-01,Saccharum arundinaceum,Q7396615,roots,roots,root_tissue,belowground
V112330GP-01,Cnestis ferruginea,Q5137359,green_stems,green_vegetative,green_tissue,aboveground
V112295GP-01,Ischaemum ciliare,Q10910431,woody_stems,woody_vegetative,woody_tissue,aboveground
V112143GP-01,Lagenaria siceraria,Q1277255,leaves,photosynthetic,green_tissue,aboveground
V112339GP-01,Copaifera salikounda,Q5168282,wood,woody_vegetative,woody_tissue,aboveground
V112345GP-01,Mitragyna stipulosa,Q5454379,bark,woody_vegetative,woody_tissue,aboveground
V112347GP-01,Staudtia kamerunensis,Q17135433,bark,woody_vegetative,woody_tissue,aboveground
V112268GP-01,Stenochlaena palustris,Q10863879,roots,roots,root_tissue,belowground
V112287GP-01,Selaginella delicatula,Q7329864,multiple,multiple,multiple,unkown
V112319GP-01,Calycopteris floribunda,Q3595167,bark,woody_vegetative,woody_tissue,aboveground
V112292GP-01,Barringtonia longipes,,leaves,photosynthetic,green_tissue,aboveground
V112324GP-01,Ceiba pentandra,Q138617,leaves,photosynthetic,green_tissue,aboveground
V112309GP-01,Micromelum hirsutum,Q18072883,woody_stems,woody_vegetative,woody_tissue,aboveground
V112283GP-01,Cyperus diffusus,Q15623187,roots,roots,root_tissue,belowground
V112302GP-01,Cissus triloba,Q11077955,leaves,photosynthetic,green_tissue,aboveground
V112336GP-01,Anonidium mannii,Q4770012,bark,woody_vegetative,woody_tissue,aboveground
V112275GP-01,Vernonia elaeagnifolia,Q15566344,woody_stems,woody_vegetative,woody_tissue,aboveground
V112301GP-01,Moringa oleifera,Q234193,roots,roots,root_tissue,belowground
V112326GP-01,Ficus exasperata,Q15473516,bark,woody_vegetative,woody_tissue,aboveground
V112348GP-01,Staudtia kamerunensis,Q17135433,leaves,photosynthetic,green_tissue,aboveground
V112311GP-01,Pachyrhizus erosus,Q517283,leaves,photosynthetic,green_tissue,aboveground
V112276GP-01,Decaschistia parviflora,Q15549683,leaves,photosynthetic,green_tissue,aboveground
V112327GP-01,Ficus exasperata,Q15473516,leaves,photosynthetic,green_tissue,aboveground
V112337GP-01,Petersianthus macrocarpus,Q642545,bark,woody_vegetative,woody_tissue,aboveground
V112349GP-01,Staudtia kamerunensis,Q17135433,green_stems,green_vegetative,green_tissue,aboveground
V112009GP-01,Dichrocephala benthamii,Q11035607,multiple,multiple,multiple,aboveground
V112053GP-01,Sophora davidii,Q6747995,green_stems,green_vegetative,green_tissue,aboveground
V112109GP-01,Lithocarpus litseifolius,Q11092941,woody_stems,woody_vegetative,woody_tissue,aboveground
V112071GP-01,Apluda mutica,Q1896696,flowers,reproductive,green_tissue,aboveground
V112032GP-01,Nicandra physalodes,Q1509784,leaves,photosynthetic,green_tissue,aboveground
V112103GP-01,Ichnanthus pallens,Q43372103,roots,roots,root_tissue,belowground
V112117GP-01,Pistia stratiotes,Q654001,roots,roots,root_tissue,belowground
V112090GP-01,Codariocalyx gyroides,Q10926414,woody_stems,woody_vegetative,woody_tissue,aboveground
V111985GP-01,Paraboea rufescens,Q15247764,multiple,multiple,multiple,unkown
V112020GP-01,Ficus tikoua,Q10928313,multiple,multiple,multiple,aboveground
V112035GP-01,Oxyspora paniculata,Q15245760,green_stems,green_vegetative,green_tissue,aboveground
V112033GP-01,Nicandra physalodes,Q1509784,fruits,reproductive,green_tissue,aboveground
V112028GP-01,Ludwigia japonicum,,multiple,multiple,multiple,unkown
V112089GP-01,Codariocalyx gyroides,Q10926414,leaves,photosynthetic,green_tissue,aboveground
V112021GP-01,Gentiana pubigera,Q11108729,multiple,multiple,multiple,unkown
V112054GP-01,Stellaria vestita,Q15226025,multiple,multiple,multiple,unkown
V111820GP-01,Stranvaesia davidiana,Q3205894,roots,roots,root_tissue,belowground
V111823GP-01,Sabia schumanniana,Q10924863,green_stems,green_vegetative,green_tissue,aboveground
V111988GP-01,Buddleja officinalis,Q4984693,leaves,photosynthetic,green_tissue,aboveground
V112044GP-01,Persicaria orientalis,Q164344,green_stems,green_vegetative,green_tissue,aboveground
V111991GP-01,Caesalpinia enneaphylla,Q10878989,leaves,photosynthetic,green_tissue,aboveground
V112055GP-01,Thalictrum foliolosum,Q10932493,multiple,multiple,multiple,unkown
V112102GP-01,Ichnanthus pallens,Q43372103,multiple,multiple,multiple,aboveground
V112100GP-01,Hemarthria compressa,Q11075622,green_stems,green_vegetative,green_tissue,aboveground
V112085GP-01,Calliandra haematocephala,Q161818,bark,woody_vegetative,woody_tissue,aboveground
V112019GP-01,Ficus tikoua,Q10928313,roots,roots,root_tissue,belowground
V112076GP-01,Breynia fruticosa,Q11179632,leaves,photosynthetic,green_tissue,aboveground
V112058GP-01,Trichosanthes ovigera,Q10891720,leaves,photosynthetic,green_tissue,aboveground
V112042GP-01,Asemeia extraaxillaris,Q38197224,roots,roots,root_tissue,belowground
V112057GP-01,Trichosanthes ovigera,Q10891720,green_stems,green_vegetative,green_tissue,aboveground
V112108GP-01,Lithocarpus litseifolius,Q11092941,leaves,photosynthetic,green_tissue,aboveground
V111998GP-01,Clerodendrum yunnanense,Q15232437,green_stems,green_vegetative,green_tissue,aboveground
V112083GP-01,Calliandra haematocephala,Q161818,leaves,photosynthetic,green_tissue,aboveground
V112041GP-01,Pimpinella candolleana,Q11098442,multiple,multiple,multiple,unkown
V112039GP-01,Pilea plataniflora,Q15231954,green_stems,green_vegetative,green_tissue,aboveground
V112069GP-01,Zanthoxylum acanthopodium,Q4753499,fruits,reproductive,green_tissue,aboveground
V112079GP-01,Byttneria aspera,Q10898580,green_stems,green_vegetative,green_tissue,aboveground
V112023GP-01,Hypericum patulum,Q161436,roots,roots,root_tissue,belowground
V112116GP-01,Pistia stratiotes,Q654001,leaves,photosynthetic,green_tissue,aboveground
V112056GP-01,Trichosanthes ovigera,Q10891720,roots,roots,root_tissue,belowground
V111819GP-01,Paeonia suffruticosa,Q163018,leaves,photosynthetic,green_tissue,aboveground
V112063GP-01,Viburnum foetidum,Q15232289,leaves,photosynthetic,green_tissue,aboveground
V112045GP-01,Persicaria orientalis,Q164344,leaves,photosynthetic,green_tissue,aboveground
V112099GP-01,Hemarthria compressa,Q11075622,leaves,photosynthetic,green_tissue,aboveground
V111983GP-01,Arisaema franchetianum,Q4069206,roots,roots,root_tissue,belowground
V112104GP-01,Ischaemum ciliare,Q10910431,multiple,multiple,multiple,unkown
V112037GP-01,Peracarpa carnosa,Q9292029,multiple,multiple,multiple,unkown
V112064GP-01,Viburnum foetidum,Q15232289,green_stems,green_vegetative,green_tissue,aboveground
V112111GP-01,Ottochloa nodosa,Q11082643,multiple,multiple,multiple,unkown
V112078GP-01,Breynia fruticosa,Q11179632,roots,roots,root_tissue,belowground
V112091GP-01,Corylopsis multitorum,Q15239491,woody_stems,woody_vegetative,woody_tissue,aboveground
V112065GP-01,Viburnum foetidum,Q15232289,fruits,reproductive,green_tissue,aboveground
V112050GP-01,Schefflera delavayi,Q15225143,roots,roots,root_tissue,belowground
V112072GP-01,Artabotrys hexapetalus,Q8287860,leaves,photosynthetic,green_tissue,aboveground
V112022GP-01,Geum japonicum,Q164367,leaves,photosynthetic,green_tissue,aboveground
V112101GP-01,Hemarthria compressa,Q11075622,roots,roots,root_tissue,belowground
V112031GP-01,Nicandra physalodes,Q1509784,green_stems,green_vegetative,green_tissue,aboveground
V112066GP-01,Zanthoxylum acanthopodium,Q4753499,roots,roots,root_tissue,belowground
V112080GP-01,Byttneria aspera,Q10898580,leaves,photosynthetic,green_tissue,aboveground
V112010GP-01,Erigeron breviscapus,Q15231430,multiple,multiple,multiple,unkown
V111986GP-01,Buddleja officinalis,Q4984693,roots,roots,root_tissue,belowground
V112036GP-01,Pedicularis henryi,Q10883094,multiple,multiple,multiple,aboveground
V112048GP-01,Rumex nepalensis,Q11041204,green_stems,green_vegetative,green_tissue,aboveground
V112059GP-01,Tripterospermum cordatum,Q11051628,multiple,multiple,multiple,unkown
V112092GP-01,Corylopsis multitorum,Q15239491,leaves,photosynthetic,green_tissue,aboveground
V111982GP-01,Arisaema amurense,Q4069209,multiple,multiple,multiple,aboveground
V112015GP-01,Tetradium trichotomum,Q15394549,green_stems,green_vegetative,green_tissue,aboveground
V112060GP-01,Vaccinium fragile,Q10878263,green_stems,green_vegetative,green_tissue,aboveground
V112068GP-01,Zanthoxylum acanthopodium,Q4753499,leaves,photosynthetic,green_tissue,aboveground
V112062GP-01,Viburnum foetidum,Q15232289,roots,roots,root_tissue,belowground
V112030GP-01,Nicandra physalodes,Q1509784,roots,roots,root_tissue,belowground
V112038GP-01,Pilea plataniflora,Q15231954,roots,roots,root_tissue,belowground
V111987GP-01,Buddleja officinalis,Q4984693,green_stems,green_vegetative,green_tissue,aboveground
V112018GP-01,Eupatorium heterophyllum,Q15552476,multiple,multiple,multiple,aboveground
V112086GP-01,Citrus japonica,Q5122903,leaves,photosynthetic,green_tissue,aboveground
V112061GP-01,Vaccinium fragile,Q10878263,leaves,photosynthetic,green_tissue,aboveground
V112040GP-01,Pilea plataniflora,Q15231954,leaves,photosynthetic,green_tissue,aboveground
V112118GP-01,Justicia pectinata,Q15334351,multiple,multiple,multiple,aboveground
V112049GP-01,Sambucus javanica,Q4117827,green_stems,green_vegetative,green_tissue,aboveground
V112119GP-01,Justicia pectinata,Q15334351,roots,roots,root_tissue,belowground
walth_ind_aerparts,Waltheria indica,Q7966688,,,,
walth_ind_roots,Waltheria indica,Q7966688,,,,
