raw_material,submitted_taxon,wd_taxon_id,organ,broad_organ,tissue,subsystem
V113849GP-01,Artocarpus altilis,Q14677,leaves,photosynthetic,green_tissue,aboveground
V113901GP-01,Commiphora lamii,Q15543859,bark,woody_vegetative,woody_tissue,aboveground
V113853GP-01,Artocarpus integer,Q1053368,green_stems,green_vegetative,green_tissue,aboveground
V113885GP-01,Cerbera manghas,Q714955,seeds,reproductive,green_tissue,aboveground
V113904GP-01,Commiphora lamii,Q15543859,green_stems,green_vegetative,green_tissue,aboveground
V113912GP-01,Crotalaria grevei,Q15448078,leaves,photosynthetic,green_tissue,aboveground
V113856GP-01,Boscia longifolia,Q15543916,leaves,photosynthetic,green_tissue,aboveground
V113846GP-01,Anthocleista longifolia,Q15612529,green_stems,green_vegetative,green_tissue,aboveground
V113894GP-01,Commiphora aprevalii,Q15543759,bark,woody_vegetative,woody_tissue,aboveground
V113886GP-01,Cerbera manghas,Q714955,bark,woody_vegetative,woody_tissue,aboveground
V113895GP-01,Commiphora aprevalii,Q15543759,bark,woody_vegetative,woody_tissue,aboveground
V113865GP-01,Viguieranthus alternans,Q14554262,leaves,photosynthetic,green_tissue,aboveground
V113889GP-01,Chadsia grevei,Q15528494,roots,roots,root_tissue,belowground
V113903GP-01,Commiphora lamii,Q15543859,leaves,photosynthetic,green_tissue,aboveground
V113828GP-01,Adansonia za,Q131825,bark,woody_vegetative,woody_tissue,aboveground
V113871GP-01,Carissa bispinosa,Q12234248,leaves,photosynthetic,green_tissue,aboveground
V113872GP-01,Senna meridionalis,Q15536837,bark,woody_vegetative,woody_tissue,aboveground
V113857GP-01,Brunfelsia grandiflora,Q289244,green_stems,green_vegetative,green_tissue,aboveground
V113906GP-01,Commiphora monstruosa,Q15543685,leaves,photosynthetic,green_tissue,aboveground
V113914GP-01,Crotalaria laevigata,Q15449723,leaves,photosynthetic,green_tissue,aboveground
V113887GP-01,Cerbera manghas,Q714955,leaves,photosynthetic,green_tissue,aboveground
V113891GP-01,Combretum coccineum,Q15570160,leaves,photosynthetic,green_tissue,aboveground
V113049GP-01,Dolichandrone spathacea,Q2679494,woody_stems,woody_vegetative,woody_tissue,aboveground
V113328GP-01,Baliospermum solanifolium,Q15386102,roots,roots,root_tissue,belowground
V113521GP-01,Lespedeza capitata,Q1950833,multiple,multiple,multiple,aboveground
V113273GP-01,Lindenbergia philippensis,Q15245083,roots,roots,root_tissue,belowground
V113287GP-01,Vachellia harmandiana,Q93327839,leaves,photosynthetic,green_tissue,aboveground
V113300GP-01,Aquilaria agallocha,Q18120440,leaves,photosynthetic,green_tissue,aboveground
V113296GP-01,Knema oblongifolia,Q5438126,roots,roots,root_tissue,belowground
V113361GP-01,Pandanus amaryllifolius,Q311090,leaves,photosynthetic,green_tissue,aboveground
V113529GP-01,Catharanthus ovalis,Q9710429,roots,roots,root_tissue,belowground
V113312GP-01,Mallotus nudiflorus,Q15361640,roots,roots,root_tissue,belowground
V113281GP-01,Senna alexandrina,Q132675,woody_stems,woody_vegetative,woody_tissue,aboveground
V113298GP-01,Terminalia acuminata,Q11120322,woody_stems,woody_vegetative,woody_tissue,aboveground
V113540GP-01,Dracaena draco,Q157952,green_stems,green_vegetative,green_tissue,aboveground
V113542GP-01,Dracaena draco,Q157952,leaves,photosynthetic,green_tissue,aboveground
V113317GP-01,Aglaia simplicifolia,Q4692830,woody_stems,woody_vegetative,woody_tissue,aboveground
V113226GP-01,Bauhinia ornata,,leaves,photosynthetic,green_tissue,aboveground
V113276GP-01,Typhonium trilobatum,Q12848810,roots,roots,root_tissue,belowground
V113282GP-01,Senna alexandrina,Q132675,roots,roots,root_tissue,belowground
V113237GP-01,Flacourtia jangomas,Q1900509,roots,roots,root_tissue,belowground
V113309GP-01,Combretum indicum,Q1062389,roots,roots,root_tissue,belowground
V113301GP-01,Aquilaria agallocha,Q18120440,woody_stems,woody_vegetative,woody_tissue,aboveground
V113289GP-01,Vachellia harmandiana,Q93327839,roots,roots,root_tissue,belowground
V113539GP-01,Dieffenbachia seguine,Q141806,multiple,multiple,multiple,aboveground
V113318GP-01,Aglaia simplicifolia,Q4692830,roots,roots,root_tissue,belowground
V113274GP-01,Typhonium trilobatum,Q12848810,leaves,photosynthetic,green_tissue,aboveground
V113523GP-01,Solidago virgaurea,Q599435,roots,roots,root_tissue,belowground
V113526GP-01,Selenicereus grandiflorus,Q137139,multiple,multiple,multiple,aboveground
V113307GP-01,Combretum indicum,Q1062389,leaves,photosynthetic,green_tissue,aboveground
V113288GP-01,Vachellia harmandiana,Q93327839,woody_stems,woody_vegetative,woody_tissue,aboveground
V113050GP-01,Dolichandrone spathacea,Q2679494,roots,roots,root_tissue,belowground
V113311GP-01,Mallotus nudiflorus,Q15361640,woody_stems,woody_vegetative,woody_tissue,aboveground
V113268GP-01,Stauntonia brunoniana,Q10865526,leaves,photosynthetic,green_tissue,aboveground
V113344GP-01,Baliospermum solanifolium,Q15386102,leaves,photosynthetic,green_tissue,aboveground
V111411GP-01,Euonymus sanguineus,Q12839346,leaves,photosynthetic,green_tissue,aboveground
V113302GP-01,Aquilaria agallocha,Q18120440,roots,roots,root_tissue,belowground
V113295GP-01,Knema oblongifolia,Q5438126,leaves,photosynthetic,green_tissue,aboveground
V113269GP-01,Stauntonia brunoniana,Q10865526,woody_stems,woody_vegetative,woody_tissue,aboveground
V113303GP-01,Mussaenda sanderiana,Q15474249,roots,roots,root_tissue,belowground
V113304GP-01,Pachygone odorifera,Q26228227,leaves,photosynthetic,green_tissue,aboveground
V113324GP-01,Aporosa planchoniana,Q10891715,roots,roots,root_tissue,belowground
V113351GP-01,Euphorbia tirucalli,Q883685,woody_stems,woody_vegetative,woody_tissue,aboveground
V113116GP-01,Ajuga forrestii,Q15246849,multiple,multiple,multiple,unkown
V113261GP-01,Plumeria rubra,Q1097328,roots,roots,root_tissue,belowground
V113235GP-01,Flacourtia jangomas,Q1900509,leaves,photosynthetic,green_tissue,aboveground
V113239GP-01,Gardenia jasminoides,Q1072101,woody_stems,woody_vegetative,woody_tissue,aboveground
V113541GP-01,Dracaena draco,Q157952,roots,roots,root_tissue,belowground
V113292GP-01,Ailanthus triphysa,Q2110253,roots,roots,root_tissue,belowground
V113393GP-01,Melia azedarach,Q162171,leaves,photosynthetic,green_tissue,aboveground
V113515GP-01,Syzygium cumini,Q232571,woody_stems,woody_vegetative,woody_tissue,aboveground
V113232GP-01,Croton thorelii,Q3005275,leaves,photosynthetic,green_tissue,aboveground
V113320GP-01,Aphanamixis polystachya,Q2715899,woody_stems,woody_vegetative,woody_tissue,aboveground
V113306GP-01,Pachygone odorifera,Q26228227,roots,roots,root_tissue,belowground
V113242GP-01,Glycosmis cochinchinensis,Q11046004,woody_stems,woody_vegetative,woody_tissue,aboveground
V113321GP-01,Aphanamixis polystachya,Q2715899,roots,roots,root_tissue,belowground
V113220GP-01,Zanthoxylum austrosinense,Q11050104,roots,roots,root_tissue,belowground
V113534GP-01,Catharanthus lanceus,Q9710427,green_stems,green_vegetative,green_tissue,aboveground
V113260GP-01,Plumeria rubra,Q1097328,woody_stems,woody_vegetative,woody_tissue,aboveground
V113275GP-01,Typhonium trilobatum,Q12848810,green_stems,green_vegetative,green_tissue,aboveground
V113299GP-01,Terminalia acuminata,Q11120322,roots,roots,root_tissue,belowground
V113316GP-01,Aglaia simplicifolia,Q4692830,leaves,photosynthetic,green_tissue,aboveground
V113252GP-01,Ixora macrothyrsa,Q15465569,roots,roots,root_tissue,belowground
V113291GP-01,Ailanthus triphysa,Q2110253,woody_stems,woody_vegetative,woody_tissue,aboveground
V113528GP-01,Catharanthus ovalis,Q9710429,green_stems,green_vegetative,green_tissue,aboveground
V113310GP-01,Mallotus nudiflorus,Q15361640,leaves,photosynthetic,green_tissue,aboveground
V113297GP-01,Terminalia acuminata,Q11120322,leaves,photosynthetic,green_tissue,aboveground
V113294GP-01,Alchornea rugosa,Q15248201,roots,roots,root_tissue,belowground
V113325GP-01,Aporosa planchoniana,Q10891715,fruits,reproductive,green_tissue,aboveground
V113343GP-01,Uncaria homomalla,Q10903971,roots,roots,root_tissue,belowground
V113545GP-01,Eryngium yuccaefolium,,multiple,multiple,multiple,aboveground
V113247GP-01,Hymenodictyon flaccidum,Q10927884,leaves,photosynthetic,green_tissue,aboveground
V113327GP-01,Baliospermum solanifolium,Q15386102,woody_stems,woody_vegetative,woody_tissue,aboveground
V113249GP-01,Hymenodictyon flaccidum,Q10927884,roots,roots,root_tissue,belowground
V113228GP-01,Bauhinia ornata,,roots,roots,root_tissue,belowground
V113329GP-01,Cnestis palala,Q15231964,leaves,photosynthetic,green_tissue,aboveground
V113305GP-01,Pachygone odorifera,Q26228227,woody_stems,woody_vegetative,woody_tissue,aboveground
V113293GP-01,Alchornea rugosa,Q15248201,woody_stems,woody_vegetative,woody_tissue,aboveground
V113326GP-01,Baliospermum solanifolium,Q15386102,leaves,photosynthetic,green_tissue,aboveground
V113244GP-01,Goniothalamus gabriacianus,Q10887497,leaves,photosynthetic,green_tissue,aboveground
V113245GP-01,Goniothalamus gabriacianus,Q10887497,green_stems,green_vegetative,green_tissue,aboveground
V113290GP-01,Ailanthus triphysa,Q2110253,leaves,photosynthetic,green_tissue,aboveground
V113372GP-01,Scindapsus officinalis,Q9334552,roots,roots,root_tissue,belowground
V113439GP-01,Amaranthus tricolor,Q3242205,roots,roots,root_tissue,belowground
V113354GP-01,Gossypium herbaceum,Q177615,woody_stems,woody_vegetative,woody_tissue,aboveground
V113336GP-01,Physalis peruviana,Q165227,woody_stems,woody_vegetative,woody_tissue,aboveground
V113392GP-01,Gynandropsis gynandra,Q19849772,multiple,multiple,multiple,unkown
V113369GP-01,Pavetta indica,Q13113941,roots,roots,root_tissue,belowground
V113350GP-01,Euphorbia tirucalli,Q883685,leaves,photosynthetic,green_tissue,aboveground
V113374GP-01,Sesbania bispinosa,Q3480581,woody_stems,woody_vegetative,woody_tissue,aboveground
V113370GP-01,Scindapsus officinalis,Q9334552,leaves,photosynthetic,green_tissue,aboveground
V113414GP-01,Pentace burmanica,Q17580831,woody_stems,woody_vegetative,woody_tissue,aboveground
V113390GP-01,Chromolaena odorata,Q2583146,woody_stems,woody_vegetative,woody_tissue,aboveground
V113368GP-01,Pavetta indica,Q13113941,woody_stems,woody_vegetative,woody_tissue,aboveground
V113348GP-01,Clerodendrum chinense,Q10475331,roots,roots,root_tissue,belowground
V113363GP-01,Pandanus amaryllifolius,Q311090,roots,roots,root_tissue,belowground
V113436GP-01,Albizia vialeana,Q15493044,roots,roots,root_tissue,belowground
V113337GP-01,Physalis peruviana,Q165227,roots,roots,root_tissue,belowground
V113365GP-01,Pandanus odorifer,Q15578898,woody_stems,woody_vegetative,woody_tissue,aboveground
V113395GP-01,Clerodendrum paniculatum,Q6579242,woody_stems,woody_vegetative,woody_tissue,aboveground
V113342GP-01,Uncaria homomalla,Q10903971,woody_stems,woody_vegetative,woody_tissue,aboveground
V113330GP-01,Cnestis palala,Q15231964,woody_stems,woody_vegetative,woody_tissue,aboveground
V113435GP-01,Albizia vialeana,Q15493044,woody_stems,woody_vegetative,woody_tissue,aboveground
V113362GP-01,Pandanus amaryllifolius,Q311090,woody_stems,woody_vegetative,woody_tissue,aboveground
V113382GP-01,Aegle marmelos,Q234126,woody_stems,woody_vegetative,woody_tissue,aboveground
V113419GP-01,Pluchea indica,Q4217123,leaves,photosynthetic,green_tissue,aboveground
V113434GP-01,Albizia vialeana,Q15493044,leaves,photosynthetic,green_tissue,aboveground
V113308GP-01,Combretum indicum,Q1062389,woody_stems,woody_vegetative,woody_tissue,aboveground
V113386GP-01,Castanopsis indica,Q303835,leaves,photosynthetic,green_tissue,aboveground
V113387GP-01,Castanopsis indica,Q303835,woody_stems,woody_vegetative,woody_tissue,aboveground
V113349GP-01,Cymbidium aloifolium,Q1596232,multiple,multiple,multiple,unkown
V113384GP-01,Alpinia galanga,Q402971,leaves,photosynthetic,green_tissue,aboveground
V113356GP-01,Halopegia blumei,Q15329207,leaves,photosynthetic,green_tissue,aboveground
V113457GP-01,Caesalpinia digyna,Q42674676,woody_stems,woody_vegetative,woody_tissue,aboveground
V113373GP-01,Sesbania bispinosa,Q3480581,leaves,photosynthetic,green_tissue,aboveground
V113394GP-01,Clerodendrum paniculatum,Q6579242,leaves,photosynthetic,green_tissue,aboveground
V113355GP-01,Gossypium herbaceum,Q177615,roots,roots,root_tissue,belowground
V113353GP-01,Gossypium herbaceum,Q177615,leaves,photosynthetic,green_tissue,aboveground
V113341GP-01,Uncaria homomalla,Q10903971,leaves,photosynthetic,green_tissue,aboveground
V113399GP-01,Dracaena cochinchinensis,Q10899151,roots,roots,root_tissue,belowground
V113379GP-01,Acacia cognata,Q4670894,woody_stems,woody_vegetative,woody_tissue,aboveground
V113366GP-01,Pandanus odorifer,Q15578898,roots,roots,root_tissue,belowground
V113347GP-01,Clerodendrum chinense,Q10475331,woody_stems,woody_vegetative,woody_tissue,aboveground
V113352GP-01,Euphorbia tirucalli,Q883685,roots,roots,root_tissue,belowground
V113375GP-01,Spondias lakonensis,Q101864391,leaves,photosynthetic,green_tissue,aboveground
V113377GP-01,Spondias lakonensis,Q101864391,roots,roots,root_tissue,belowground
V113334GP-01,Gouania leptostachya,Q10921319,roots,roots,root_tissue,belowground
V113357GP-01,Halopegia blumei,Q15329207,roots,roots,root_tissue,belowground
V113346GP-01,Baliospermum solanifolium,Q15386102,roots,roots,root_tissue,belowground
V113383GP-01,Aegle marmelos,Q234126,roots,roots,root_tissue,belowground
V113339GP-01,Plumbago indica,Q3025990,woody_stems,woody_vegetative,woody_tissue,aboveground
V113425GP-01,Schleichera oleosa,Q13094301,woody_stems,woody_vegetative,woody_tissue,aboveground
V113376GP-01,Spondias lakonensis,Q101864391,woody_stems,woody_vegetative,woody_tissue,aboveground
V113360GP-01,Ocimum tenuiflorum,Q960124,roots,roots,root_tissue,belowground
V113391GP-01,Chromolaena odorata,Q2583146,roots,roots,root_tissue,belowground
V113333GP-01,Gouania leptostachya,Q10921319,woody_stems,woody_vegetative,woody_tissue,aboveground
V113380GP-01,Acacia cognata,Q4670894,roots,roots,root_tissue,belowground
V113462GP-01,Alocasia macrorrhizos,Q1484310,roots,roots,root_tissue,belowground
V113388GP-01,Castanopsis indica,Q303835,roots,roots,root_tissue,belowground
V113331GP-01,Cnestis palala,Q15231964,roots,roots,root_tissue,belowground
V113332GP-01,Gouania leptostachya,Q10921319,leaves,photosynthetic,green_tissue,aboveground
V113427GP-01,Sesbania bispinosa,Q3480581,roots,roots,root_tissue,belowground
V113345GP-01,Baliospermum solanifolium,Q15386102,woody_stems,woody_vegetative,woody_tissue,aboveground
V113358GP-01,Ocimum tenuiflorum,Q960124,leaves,photosynthetic,green_tissue,aboveground
V113397GP-01,Dracaena cochinchinensis,Q10899151,leaves,photosynthetic,green_tissue,aboveground
V113364GP-01,Pandanus odorifer,Q15578898,leaves,photosynthetic,green_tissue,aboveground
V113389GP-01,Chromolaena odorata,Q2583146,leaves,photosynthetic,green_tissue,aboveground
V113335GP-01,Physalis peruviana,Q165227,leaves,photosynthetic,green_tissue,aboveground
V113381GP-01,Aegle marmelos,Q234126,leaves,photosynthetic,green_tissue,aboveground
V113319GP-01,Aphanamixis polystachya,Q2715899,leaves,photosynthetic,green_tissue,aboveground
V113396GP-01,Clerodendrum paniculatum,Q6579242,roots,roots,root_tissue,belowground
V113403GP-01,Helicteres isora,Q5705291,woody_stems,woody_vegetative,woody_tissue,aboveground
V113398GP-01,Dracaena cochinchinensis,Q10899151,woody_stems,woody_vegetative,woody_tissue,aboveground
V113405GP-01,Microcos tomentosa,Q15376934,leaves,photosynthetic,green_tissue,aboveground
V113359GP-01,Ocimum tenuiflorum,Q960124,green_stems,green_vegetative,green_tissue,aboveground
V113338GP-01,Plumbago indica,Q3025990,leaves,photosynthetic,green_tissue,aboveground
V113460GP-01,Alocasia macrorrhizos,Q1484310,leaves,photosynthetic,green_tissue,aboveground
V113385GP-01,Alpinia galanga,Q402971,green_stems,green_vegetative,green_tissue,aboveground
V113378GP-01,Acacia cognata,Q4670894,leaves,photosynthetic,green_tissue,aboveground
V113367GP-01,Pavetta indica,Q13113941,leaves,photosynthetic,green_tissue,aboveground
V113371GP-01,Scindapsus officinalis,Q9334552,woody_stems,woody_vegetative,woody_tissue,aboveground
V113340GP-01,Plumbago indica,Q3025990,roots,roots,root_tissue,belowground
V113443GP-01,Amorphophallus paeoniifolius,Q151527,leaves,photosynthetic,green_tissue,aboveground
V113418GP-01,Phyllanthus acidus,Q941464,roots,roots,root_tissue,belowground
V113441GP-01,Amaranthus viridis,Q3245265,woody_stems,woody_vegetative,woody_tissue,aboveground
V113423GP-01,Rhaphidophora decursiva,Q7320221,multiple,multiple,multiple,unkown
V113138GP-01,Clematis chrysocoma,Q3337405,green_stems,green_vegetative,green_tissue,aboveground
V113449GP-01,Bombax anceps,Q15358269,leaves,photosynthetic,green_tissue,aboveground
V112259GP-01,Pithecellobium dulce,Q15248750,roots,roots,root_tissue,belowground
V112237GP-01,Benkara depauperata,Q15399367,woody_stems,woody_vegetative,woody_tissue,aboveground
V113447GP-01,Antidesma cochinchinense,Q15487136,woody_stems,woody_vegetative,woody_tissue,aboveground
V113448GP-01,Antidesma cochinchinense,Q15487136,roots,roots,root_tissue,belowground
V113406GP-01,Microcos tomentosa,Q15376934,woody_stems,woody_vegetative,woody_tissue,aboveground
V113451GP-01,Bombax anceps,Q15358269,roots,roots,root_tissue,belowground
V113459GP-01,Clerodendrum chinense,Q10475331,leaves,photosynthetic,green_tissue,aboveground
V112244GP-01,Lagerstroemia spinosa,Q1137593,roots,roots,root_tissue,belowground
V112245GP-01,Lygodium salicifolium,Q11109443,leaves,photosynthetic,green_tissue,aboveground
V113426GP-01,Schleichera oleosa,Q13094301,roots,roots,root_tissue,belowground
V113400GP-01,Halopegia blumei,Q15329207,leaves,photosynthetic,green_tissue,aboveground
V112258GP-01,Pithecellobium dulce,Q15248750,woody_stems,woody_vegetative,woody_tissue,aboveground
V113433GP-01,Spondias pinnata,Q9395416,roots,roots,root_tissue,belowground
V112229GP-01,Lablab purpureus,Q1077410,multiple,multiple,multiple,unkown
V113410GP-01,Omphalea bracteata,Q15367606,leaves,photosynthetic,green_tissue,aboveground
V113407GP-01,Microcos tomentosa,Q15376934,roots,roots,root_tissue,belowground
V112251GP-01,Nymphaea lotus,Q161111,leaves,photosynthetic,green_tissue,aboveground
V112255GP-01,Passiflora edulis,Q156790,leaves,photosynthetic,green_tissue,aboveground
V112257GP-01,Pithecellobium dulce,Q15248750,leaves,photosynthetic,green_tissue,aboveground
V113409GP-01,Phyllanthus pulcher,Q625545,multiple,multiple,multiple,unkown
V112253GP-01,Nymphaea lotus,Q161111,roots,roots,root_tissue,belowground
V113431GP-01,Spondias pinnata,Q9395416,leaves,photosynthetic,green_tissue,aboveground
V112241GP-01,Adina cordifolia,Q1999760,roots,roots,root_tissue,belowground
V112234GP-01,Entada phaseoloides,Q3281753,woody_stems,woody_vegetative,woody_tissue,aboveground
V113117GP-01,Alisma plantago-aquatica,Q21063,multiple,multiple,multiple,unkown
V113428GP-01,Solanum stramonifolium,Q5236925,leaves,photosynthetic,green_tissue,aboveground
V113454GP-01,Buchanania cochinchinensis,Q11046004,woody_stems,woody_vegetative,woody_tissue,aboveground
V112230GP-01,Donax canniformis,Q3263685,leaves,photosynthetic,green_tissue,aboveground
V112238GP-01,Benkara depauperata,Q15399367,roots,roots,root_tissue,belowground
V113444GP-01,Amorphophallus paeoniifolius,Q151527,woody_stems,woody_vegetative,woody_tissue,aboveground
V113413GP-01,Pentace burmanica,Q17580831,leaves,photosynthetic,green_tissue,aboveground
V112246GP-01,Lygodium salicifolium,Q11109443,multiple,multiple,multiple,unkown
V112247GP-01,Moringa oleifera,Q234193,leaves,photosynthetic,green_tissue,aboveground
V113445GP-01,Amorphophallus paeoniifolius,Q151527,roots,roots,root_tissue,belowground
V112254GP-01,Eryngium yuccifolium,Q3299859,multiple,multiple,multiple,unkown
V113455GP-01,Buchanania cochinchinensis,Q11046004,roots,roots,root_tissue,belowground
V113438GP-01,Amaranthus tricolor,Q3242205,woody_stems,woody_vegetative,woody_tissue,aboveground
V113126GP-01,Bulbophyllum odoratissimum,Q1610243,multiple,multiple,multiple,unkown
V112233GP-01,Entada phaseoloides,Q3281753,leaves,photosynthetic,green_tissue,aboveground
V113417GP-01,Phyllanthus acidus,Q941464,woody_stems,woody_vegetative,woody_tissue,aboveground
V113401GP-01,Halopegia blumei,Q15329207,green_stems,green_vegetative,green_tissue,aboveground
V112231GP-01,Donax canniformis,Q3263685,woody_stems,woody_vegetative,woody_tissue,aboveground
V112240GP-01,Adina cordifolia,Q1999760,woody_stems,woody_vegetative,woody_tissue,aboveground
V112239GP-01,Adina cordifolia,Q1999760,leaves,photosynthetic,green_tissue,aboveground
V113412GP-01,Omphalea bracteata,Q15367606,roots,roots,root_tissue,belowground
V113162GP-01,Helwingia omeiensis,Q11052086,roots,roots,root_tissue,belowground
V113422GP-01,Rhaphidophora decursiva,Q7320221,leaves,photosynthetic,green_tissue,aboveground
V113411GP-01,Omphalea bracteata,Q15367606,woody_stems,woody_vegetative,woody_tissue,aboveground
V113402GP-01,Helicteres isora,Q5705291,leaves,photosynthetic,green_tissue,aboveground
V113421GP-01,Pluchea indica,Q4217123,roots,roots,root_tissue,belowground
V112252GP-01,Nymphaea lotus,Q161111,woody_stems,woody_vegetative,woody_tissue,aboveground
V112248GP-01,Moringa oleifera,Q234193,woody_stems,woody_vegetative,woody_tissue,aboveground
V112256GP-01,Passiflora edulis,Q156790,woody_stems,woody_vegetative,woody_tissue,aboveground
V113429GP-01,Solanum stramonifolium,Q5236925,woody_stems,woody_vegetative,woody_tissue,aboveground
V112242GP-01,Lagerstroemia spinosa,Q1137593,leaves,photosynthetic,green_tissue,aboveground
V112232GP-01,Donax canniformis,Q3263685,roots,roots,root_tissue,belowground
V113432GP-01,Spondias pinnata,Q9395416,woody_stems,woody_vegetative,woody_tissue,aboveground
V113456GP-01,Caesalpinia digyna,Q42674676,leaves,photosynthetic,green_tissue,aboveground
V113404GP-01,Helicteres isora,Q5705291,roots,roots,root_tissue,belowground
V112249GP-01,Nelumbo nucifera,Q16528,leaves,photosynthetic,green_tissue,aboveground
V113453GP-01,Buchanania cochinchinensis,Q11046004,leaves,photosynthetic,green_tissue,aboveground
V113437GP-01,Amaranthus tricolor,Q3242205,leaves,photosynthetic,green_tissue,aboveground
V113424GP-01,Schleichera oleosa,Q13094301,leaves,photosynthetic,green_tissue,aboveground
V113446GP-01,Antidesma cochinchinense,Q15487136,leaves,photosynthetic,green_tissue,aboveground
V113450GP-01,Bombax anceps,Q15358269,woody_stems,woody_vegetative,woody_tissue,aboveground
V113420GP-01,Pluchea indica,Q4217123,woody_stems,woody_vegetative,woody_tissue,aboveground
V112250GP-01,Nelumbo nucifera,Q16528,woody_stems,woody_vegetative,woody_tissue,aboveground
V113416GP-01,Phyllanthus acidus,Q941464,leaves,photosynthetic,green_tissue,aboveground
V113458GP-01,Caesalpinia digyna,Q42674676,roots,roots,root_tissue,belowground
V112235GP-01,Entada phaseoloides,Q3281753,roots,roots,root_tissue,belowground
V112236GP-01,Benkara depauperata,Q15399367,leaves,photosynthetic,green_tissue,aboveground
V112243GP-01,Lagerstroemia spinosa,Q1137593,woody_stems,woody_vegetative,woody_tissue,aboveground
V112260GP-01,Pterocymbium dussaudii,Q17580770,leaves,photosynthetic,green_tissue,aboveground
V113442GP-01,Amaranthus viridis,Q3245265,roots,roots,root_tissue,belowground
V112932GP-01,Abelmoschus manihot,Q749221,fruits,reproductive,green_tissue,aboveground
V112214GP-01,Citrus hystrix,Q465934,woody_stems,woody_vegetative,woody_tissue,aboveground
V112969GP-01,Schisandra propinqua,Q10916972,roots,roots,root_tissue,belowground
V112997GP-01,Callerya cinerea,Q15485034,leaves,photosynthetic,green_tissue,aboveground
V112966GP-01,Pteridium excelsum,,leaves,photosynthetic,green_tissue,aboveground
V112975GP-01,Alpinia chinensis,Q10905692,roots,roots,root_tissue,belowground
V112947GP-01,Elsholtzia fruticosa,Q11174323,roots,roots,root_tissue,belowground
V112967GP-01,Salix guebriantiana,Q15376229,green_stems,green_vegetative,green_tissue,aboveground
V112935GP-01,Begonia palmata,Q15225689,multiple,multiple,multiple,unkown
V112983GP-01,Enkianthus quinqueflorus,Q10917488,roots,roots,root_tissue,belowground
V112215GP-01,Citrus hystrix,Q465934,roots,roots,root_tissue,belowground
V112223GP-01,Cyathula prostrata,Q11102729,woody_stems,woody_vegetative,woody_tissue,aboveground
V112222GP-01,Cyathula prostrata,Q11102729,leaves,photosynthetic,green_tissue,aboveground
V112982GP-01,Cupressus duclouxiana,Q138085,leaves,photosynthetic,green_tissue,aboveground
V112996GP-01,Callerya cinerea,Q15485034,green_stems,green_vegetative,green_tissue,aboveground
V112948GP-01,Elsholtzia fruticosa,Q11174323,green_stems,green_vegetative,green_tissue,aboveground
V112981GP-01,Cupressus duclouxiana,Q138085,green_stems,green_vegetative,green_tissue,aboveground
V112970GP-01,Vitis vexillata,Q15228190,green_stems,green_vegetative,green_tissue,aboveground
V112974GP-01,Actinidia rubricaulis,Q15225261,green_stems,green_vegetative,green_tissue,aboveground
V112987GP-01,Carya kweichowensis,Q15244650,leaves,photosynthetic,green_tissue,aboveground
V112958GP-01,Neocinnamomum delavayi,Q11083028,roots,roots,root_tissue,belowground
V112990GP-01,Ilex macrocarpa,Q10935803,green_stems,green_vegetative,green_tissue,aboveground
V112934GP-01,Angelica anomala,Q15231575,multiple,multiple,multiple,aboveground
V112960GP-01,Neocinnamomum delavayi,Q11083028,leaves,photosynthetic,green_tissue,aboveground
V112940GP-01,Caragana rosea,Q15245970,green_stems,green_vegetative,green_tissue,aboveground
V112941GP-01,Caragana rosea,Q15245970,leaves,photosynthetic,green_tissue,aboveground
V112959GP-01,Neocinnamomum delavayi,Q11083028,green_stems,green_vegetative,green_tissue,aboveground
V112992GP-01,Ilex szechwanensis,Q15385085,green_stems,green_vegetative,green_tissue,aboveground
V112988GP-01,Gaultheria cuneata,Q5527670,roots,roots,root_tissue,belowground
V112989GP-01,Gaultheria cuneata,Q5527670,green_stems,green_vegetative,green_tissue,aboveground
V112936GP-01,Berberis julianae,Q1587687,roots,roots,root_tissue,belowground
V112225GP-01,Dillenia indica,Q48334,leaves,photosynthetic,green_tissue,aboveground
V112986GP-01,Carya kweichowensis,Q15244650,green_stems,green_vegetative,green_tissue,aboveground
V112980GP-01,Cupressus duclouxiana,Q138085,roots,roots,root_tissue,belowground
V112955GP-01,Kerria japonica,Q157401,roots,roots,root_tissue,belowground
V112998GP-01,Callerya cinerea,Q15485034,fruits,reproductive,green_tissue,aboveground
V112951GP-01,Iris lactea,Q6747387,roots,roots,root_tissue,belowground
V112991GP-01,Ilex macrocarpa,Q10935803,leaves,photosynthetic,green_tissue,aboveground
V112968GP-01,Salix guebriantiana,Q15376229,leaves,photosynthetic,green_tissue,aboveground
V112978GP-01,Citrus cavaleriei,Q15395690,roots,roots,root_tissue,belowground
V112221GP-01,Holarrhena curtisii,Q15357096,woody_stems,woody_vegetative,woody_tissue,aboveground
V112971GP-01,Vitis vexillata,Q15228190,leaves,photosynthetic,green_tissue,aboveground
V112973GP-01,Vitis vexillata,Q15228190,roots,roots,root_tissue,belowground
V112957GP-01,Magnolia delavayi,Q2589444,leaves,photosynthetic,green_tissue,aboveground
V112942GP-01,Clinopodium megalanthum,Q10956492,roots,roots,root_tissue,belowground
V112949GP-01,Elsholtzia fruticosa,Q11174323,leaves,photosynthetic,green_tissue,aboveground
V112985GP-01,Carya kweichowensis,Q15244650,roots,roots,root_tissue,belowground
